Stimulus_Number,Filename
3599,1045_IEO_ANG_HI
1420,1018_TAI_FEA_XX
4328,1054_IEO_NEU_XX
3673,1046_IEO_HAP_LO
2513,1031_TSI_HAP_XX
4556,1056_ITS_NEU_XX
6987,1086_TAI_SAD_XX
6400,1079_IOM_HAP_XX
2346,1029_ITS_FEA_XX
949,1012_DFA_HAP_XX
3565,1044_ITH_DIS_XX
3762,1047_IEO_ANG_MD
5442,1067_IWL_SAD_XX
5871,1072_ITS_ANG_XX
6940,1085_TSI_HAP_XX
5450,1067_ITH_FEA_XX
316,1004_TSI_NEU_XX
6060,1075_IEO_FEA_LO
608,1008_TAI_NEU_XX
634,1008_DFA_SAD_XX
1703,1021_WSI_DIS_XX
2754,1034_ITS_SAD_XX
2924,1036_TSI_SAD_XX
6103,1075_ITH_HAP_XX
273,1004_IOM_DIS_XX
4362,1054_TAI_NEU_XX
2623,1033_TIE_HAP_XX
3179,1039_WSI_DIS_XX
3975,1049_ITH_DIS_XX
6379,1079_IEO_HAP_MD
6680,1082_ITH_DIS_XX
6243,1077_IWW_SAD_XX
5032,1062_IWL_SAD_XX
4533,1056_MTI_HAP_XX
4979,1061_WSI_HAP_XX
6216,1077_IEO_HAP_HI
1551,1020_IEO_FEA_MD
5025,1062_MTI_HAP_XX
1514,1019_IWL_FEA_XX
5751,1071_IWW_HAP_XX
1816,1023_IWW_SAD_XX
6326,1078_IWW_ANG_XX
143,1002_DFA_ANG_XX
1607,1020_ITS_ANG_XX
1209,1015_TSI_ANG_XX
5340,1066_IWW_NEU_XX
6649,1082_IOM_FEA_XX
3984,1049_ITS_SAD_XX
4805,1059_ITS_ANG_XX
5116,1063_IWL_FEA_XX
4907,1061_IEO_SAD_MD
223,1003_DFA_HAP_XX
4625,1057_IWL_DIS_XX
1343,1017_MTI_ANG_XX
6593,1081_ITH_NEU_XX
6340,1078_MTI_DIS_XX
960,1012_TSI_NEU_XX
3027,1038_IEO_FEA_MD
1726,1022_IOM_NEU_XX
7046,1087_IEO_DIS_LO
294,1004_IWL_SAD_XX
3458,1043_IWW_FEA_XX
2549,1032_IOM_ANG_XX
5921,1073_TAI_HAP_XX
177,1003_IEO_DIS_LO
4852,1060_IWW_FEA_XX
1428,1018_IWL_NEU_XX
4877,1060_ITH_DIS_XX
450,1006_MTI_NEU_XX
167,1003_IEO_HAP_HI
2032,1026_IEO_NEU_XX
5310,1065_WSI_FEA_XX
2959,1037_IOM_ANG_XX
5965,1073_WSI_ANG_XX
1153,1015_TIE_HAP_XX
4368,1054_MTI_NEU_XX
4482,1055_TSI_SAD_XX
4484,1055_TSI_FEA_XX
1014,1013_MTI_SAD_XX
2539,1032_IEO_DIS_HI
4858,1060_TAI_FEA_XX
4155,1051_TSI_ANG_XX
3935,1049_TIE_HAP_XX
6181,1076_IWL_ANG_XX
6713,1083_IEO_ANG_MD
1110,1014_ITH_FEA_XX
6575,1081_TAI_NEU_XX
4258,1053_IEO_FEA_HI
703,1009_DFA_HAP_XX
2860,1036_IEO_ANG_MD
6935,1085_ITS_SAD_XX
1080,1014_IOM_FEA_XX
191,1003_IOM_DIS_XX
4250,1053_IEO_SAD_LO
4959,1061_ITH_DIS_XX
6826,1084_TAI_DIS_XX
4132,1051_IWL_FEA_XX
7121,1088_IEO_SAD_HI
51,1001_IWL_FEA_XX
967,1012_WSI_HAP_XX
3590,1045_IEO_NEU_XX
5846,1072_MTI_SAD_XX
4705,1058_IWL_ANG_XX
5978,1074_IEO_FEA_LO
3181,1040_IEO_HAP_LO
6922,1085_ITH_HAP_XX
3622,1045_IWW_FEA_XX
4426,1055_TIE_NEU_XX
1455,1018_TSI_ANG_XX
3045,1038_IWW_HAP_XX
4865,1060_MTI_DIS_XX
1828,1023_MTI_SAD_XX
2977,1037_MTI_ANG_XX
46,1001_MTI_DIS_XX
3307,1041_MTI_DIS_XX
2484,1031_MTI_SAD_XX
2390,1030_IWW_SAD_XX
6890,1085_TIE_DIS_XX
445,1006_TAI_HAP_XX
3570,1044_DFA_FEA_XX
4058,1050_DFA_NEU_XX
5699,1070_DFA_HAP_XX
2125,1027_IEO_FEA_MD
611,1008_TAI_ANG_XX
1585,1020_MTI_DIS_XX
6728,1083_IOM_HAP_XX
3363,1042_TIE_ANG_XX
5535,1068_DFA_HAP_XX
5084,1063_TIE_SAD_XX
1340,1017_MTI_NEU_XX
6325,1078_IWW_SAD_XX
4880,1060_DFA_SAD_XX
2510,1031_ITS_FEA_XX
6105,1075_ITH_ANG_XX
1000,1013_IWW_NEU_XX
4,1001_IEO_HAP_HI
1771,1022_ITS_ANG_XX
6612,1081_TSI_HAP_XX
6776,1083_TSI_HAP_XX
5145,1063_WSI_ANG_XX
4306,1053_DFA_SAD_XX
2290,1029_IEO_FEA_HI
2482,1031_MTI_NEU_XX
3951,1049_IWW_DIS_XX
6989,1086_TAI_FEA_XX
4231,1052_ITS_ANG_XX
1147,1015_IEO_FEA_MD
4675,1058_TIE_ANG_XX
5911,1073_IOM_ANG_XX
3339,1041_WSI_HAP_XX
7105,1087_TSI_SAD_XX
596,1008_IOM_NEU_XX
691,1009_IWL_HAP_XX
2714,1034_IOM_FEA_XX
2295,1029_TIE_HAP_XX
1308,1017_IEO_ANG_MD
5613,1069_ITH_ANG_XX
1812,1023_IOM_FEA_XX
7094,1087_DFA_ANG_XX
2083,1026_IWL_DIS_XX
3428,1043_IEO_HAP_MD
7043,1087_IEO_FEA_LO
6670,1082_IWL_HAP_XX
2728,1034_MTI_NEU_XX
175,1003_IEO_FEA_MD
4639,1057_ITS_HAP_XX
1368,1017_ITS_FEA_XX
623,1008_IWL_ANG_XX
3149,1039_IWL_DIS_XX
3257,1040_WSI_HAP_XX
7096,1087_DFA_DIS_XX
1265,1016_IWL_HAP_XX
5588,1069_IWW_SAD_XX
4349,1054_TIE_DIS_XX
1842,1023_ITH_FEA_XX
2036,1026_IEO_SAD_LO
4091,1051_IEO_ANG_HI
4084,1051_IEO_HAP_MD
712,1009_ITS_FEA_XX
3942,1049_IOM_SAD_XX
536,1007_MTI_FEA_XX
1752,1022_IWL_SAD_XX
5373,1066_DFA_ANG_XX
1877,1024_IEO_ANG_HI
947,1012_ITH_DIS_XX
2869,1036_TIE_HAP_XX
314,1004_ITS_FEA_XX
2283,1029_IEO_SAD_MD
5422,1067_IWW_NEU_XX
3274,1041_IEO_FEA_HI
3171,1039_TSI_ANG_XX
738,1010_IEO_FEA_HI
1361,1017_DFA_ANG_XX
5925,1073_TAI_DIS_XX
1271,1016_ITH_HAP_XX
4745,1059_IEO_ANG_LO
1655,1021_IWW_DIS_XX
331,1005_IEO_HAP_HI
219,1003_ITH_ANG_XX
3728,1046_ITH_FEA_XX
6005,1074_TAI_ANG_XX
6521,1080_DFA_FEA_XX
5125,1063_DFA_HAP_XX
1047,1013_TSI_DIS_XX
4607,1057_IWW_DIS_XX
6080,1075_IWW_SAD_XX
583,1008_IEO_ANG_HI
6229,1077_TIE_NEU_XX
2432,1030_TSI_SAD_XX
4288,1053_MTI_SAD_XX
2945,1037_IEO_FEA_MD
4737,1058_WSI_DIS_XX
7184,1088_ITS_DIS_XX
4592,1057_TIE_SAD_XX
2584,1032_DFA_SAD_XX
1172,1015_TAI_SAD_XX
2322,1029_MTI_FEA_XX
1170,1015_TAI_NEU_XX
3983,1049_ITS_HAP_XX
5536,1068_DFA_SAD_XX
1422,1018_MTI_NEU_XX
6510,1080_IWL_DIS_XX
5051,1062_ITS_ANG_XX
2517,1031_TSI_DIS_XX
655,1009_IEO_SAD_MD
3864,1048_IWW_NEU_XX
4922,1061_TIE_FEA_XX
3625,1045_TAI_HAP_XX
717,1009_TSI_ANG_XX
4765,1059_IOM_DIS_XX
4725,1058_ITS_DIS_XX
2263,1028_ITS_ANG_XX
6049,1074_WSI_DIS_XX
5097,1063_IWW_ANG_XX
6942,1085_TSI_ANG_XX
761,1010_TAI_HAP_XX
1134,1014_WSI_FEA_XX
2616,1033_IEO_FEA_LO
6056,1075_IEO_SAD_HI
1920,1024_ITH_NEU_XX
7068,1087_TAI_HAP_XX
5141,1063_TSI_DIS_XX
1641,1021_TIE_ANG_XX
4172,1052_IEO_ANG_MD
6449,1079_TSI_SAD_XX
1668,1021_IWL_NEU_XX
1483,1019_TIE_ANG_XX
5014,1062_IWW_SAD_XX
1625,1021_IEO_HAP_HI
5509,1068_IWW_DIS_XX
5007,1062_IOM_HAP_XX
3170,1039_TSI_SAD_XX
2613,1033_IEO_ANG_LO
6659,1082_TAI_SAD_XX
7138,1088_IOM_HAP_XX
2,1001_IEO_HAP_LO
2874,1036_IOM_NEU_XX
320,1004_TSI_FEA_XX
2384,1030_IOM_SAD_XX
3732,1046_DFA_SAD_XX
2936,1037_IEO_HAP_MD
2950,1037_TIE_NEU_XX
2740,1034_ITH_NEU_XX
6724,1083_TIE_ANG_XX
1506,1019_MTI_SAD_XX
300,1004_ITH_SAD_XX
4997,1062_IEO_DIS_LO
7049,1087_TIE_NEU_XX
327,1004_WSI_DIS_XX
228,1003_ITS_NEU_XX
1061,1014_IEO_ANG_LO
40,1001_TAI_DIS_XX
5577,1069_TIE_ANG_XX
6095,1075_MTI_DIS_XX
4513,1056_TIE_DIS_XX
155,1002_TSI_ANG_XX
2072,1026_MTI_NEU_XX
2215,1028_TIE_ANG_XX
5558,1069_IEO_NEU_XX
905,1012_IEO_DIS_HI
1632,1021_IEO_FEA_LO
7396,1091_TAI_HAP_XX
566,1007_TSI_FEA_XX
2159,1027_MTI_DIS_XX
2270,1028_TSI_FEA_XX
5684,1070_MTI_FEA_XX
6908,1085_TAI_DIS_XX
5171,1064_IOM_HAP_XX
6163,1076_IWW_ANG_XX
3293,1041_IWW_ANG_XX
3388,1042_MTI_FEA_XX
6974,1086_IOM_HAP_XX
2250,1028_ITH_SAD_XX
6479,1080_TIE_FEA_XX
2069,1026_TAI_ANG_XX
3250,1040_TSI_NEU_XX
4036,1050_TAI_SAD_XX
2837,1035_ITS_ANG_XX
1620,1020_WSI_FEA_XX
605,1008_IWW_ANG_XX
6476,1080_TIE_HAP_XX
2577,1032_ITH_HAP_XX
3102,1039_IEO_SAD_LO
6456,1079_WSI_ANG_XX
5813,1072_IEO_ANG_HI
926,1012_TAI_SAD_XX
2173,1027_DFA_HAP_XX
7347,1090_ITS_FEA_XX
2193,1027_WSI_ANG_XX
3787,1047_IWW_DIS_XX
4824,1060_IEO_SAD_LO
4009,1050_IEO_ANG_HI
1448,1018_ITS_SAD_XX
1486,1019_IOM_NEU_XX
6175,1076_MTI_ANG_XX
5108,1063_MTI_SAD_XX
1310,1017_IEO_FEA_LO
2641,1033_TAI_HAP_XX
1743,1022_TAI_DIS_XX
6279,1077_ITS_SAD_XX
1867,1023_WSI_DIS_XX
653,1009_IEO_HAP_HI
1857,1023_TSI_HAP_XX
3412,1042_ITS_FEA_XX
6808,1084_TIE_DIS_XX
520,1007_IWW_NEU_XX
6514,1080_ITH_ANG_XX
1318,1017_TIE_SAD_XX
6469,1080_IEO_FEA_LO
5135,1063_ITS_DIS_XX
4942,1061_MTI_NEU_XX
108,1002_IOM_FEA_XX
1351,1017_IWL_DIS_XX
1231,1016_IEO_DIS_LO
2465,1031_IOM_HAP_XX
7005,1086_ITH_SAD_XX
3486,1043_DFA_SAD_XX
373,1005_MTI_DIS_XX
747,1010_TIE_DIS_XX
3294,1041_IWW_FEA_XX
2491,1031_IWL_ANG_XX
907,1012_TIE_HAP_XX
4616,1057_MTI_SAD_XX
3627,1045_TAI_ANG_XX
2326,1029_IWL_SAD_XX
5106,1063_MTI_NEU_XX
4827,1060_IEO_ANG_LO
4557,1056_ITS_HAP_XX
7424,1091_DFA_DIS_XX
5522,1068_IWL_NEU_XX
5648,1070_IEO_ANG_MD
3156,1039_DFA_NEU_XX
7154,1088_TAI_DIS_XX
6920,1085_IWL_DIS_XX
1601,1020_DFA_ANG_XX
6919,1085_IWL_FEA_XX
5525,1068_IWL_ANG_XX
4041,1050_MTI_HAP_XX
6528,1080_ITS_DIS_XX
463,1006_ITH_HAP_XX
649,1008_TSI_DIS_XX
407,1005_WSI_ANG_XX
2253,1028_ITH_DIS_XX
1425,1018_MTI_ANG_XX
886,1011_WSI_SAD_XX
4937,1061_TAI_HAP_XX
1693,1021_TSI_HAP_XX
298,1004_ITH_NEU_XX
5962,1073_WSI_NEU_XX
1890,1024_IOM_NEU_XX
552,1007_DFA_SAD_XX
6747,1083_MTI_SAD_XX
5218,1064_TSI_NEU_XX
3268,1041_IEO_SAD_HI
5301,1065_TSI_HAP_XX
954,1012_ITS_NEU_XX
838,1011_IWW_SAD_XX
4471,1055_DFA_ANG_XX
6503,1080_MTI_FEA_XX
7442,1091_WSI_DIS_XX
4553,1056_DFA_ANG_XX
3631,1045_MTI_HAP_XX
848,1011_MTI_NEU_XX
5409,1067_IEO_DIS_HI
2682,1033_WSI_NEU_XX
4252,1053_IEO_SAD_HI
7047,1087_IEO_DIS_MD
5527,1068_IWL_DIS_XX
2358,1029_WSI_FEA_XX
6239,1077_IOM_FEA_XX
2268,1028_TSI_SAD_XX
1895,1024_IOM_DIS_XX
1151,1015_IEO_DIS_HI
3994,1049_WSI_NEU_XX
4509,1056_TIE_HAP_XX
4696,1058_MTI_NEU_XX
4416,1055_IEO_SAD_HI
18,1001_TIE_HAP_XX
3521,1044_IEO_DIS_LO
6250,1077_TAI_ANG_XX
6998,1086_IWL_HAP_XX
6078,1075_IWW_NEU_XX
2501,1031_DFA_HAP_XX
2381,1030_TIE_DIS_XX
1157,1015_TIE_DIS_XX
550,1007_DFA_NEU_XX
6549,1081_IEO_ANG_MD
2680,1033_TSI_FEA_XX
3099,1039_IEO_HAP_LO
771,1010_MTI_DIS_XX
5077,1063_IEO_FEA_MD
3440,1043_IEO_DIS_MD
3013,1037_WSI_ANG_XX
4854,1060_TAI_NEU_XX
95,1002_IEO_FEA_HI
3513,1044_IEO_SAD_MD
3769,1047_IEO_DIS_HI
5657,1070_TIE_HAP_XX
7055,1087_IOM_NEU_XX
4450,1055_MTI_NEU_XX
3032,1038_TIE_NEU_XX
1901,1024_IWW_DIS_XX
6370,1078_TSI_DIS_XX
5471,1067_WSI_HAP_XX
3919,1049_IEO_HAP_LO
5022,1062_TAI_FEA_XX
1672,1021_IWL_FEA_XX
5903,1073_TIE_HAP_XX
2360,1030_IEO_NEU_XX
5483,1068_IEO_ANG_LO
4087,1051_IEO_SAD_MD
3433,1043_IEO_ANG_LO
2876,1036_IOM_SAD_XX
4666,1058_IEO_FEA_LO
30,1001_IWW_HAP_XX
4146,1051_ITS_NEU_XX
5226,1064_WSI_SAD_XX
4483,1055_TSI_ANG_XX
5139,1063_TSI_ANG_XX
5695,1070_ITH_ANG_XX
7215,1089_TIE_SAD_XX
5371,1066_DFA_HAP_XX
1807,1023_TIE_DIS_XX
7079,1087_IWL_NEU_XX
936,1012_IWL_NEU_XX
6023,1074_ITH_ANG_XX
6329,1078_TAI_NEU_XX
6888,1085_TIE_ANG_XX
6690,1082_ITS_ANG_XX
5544,1068_ITS_FEA_XX
7227,1089_IWW_SAD_XX
7250,1089_ITH_HAP_XX
3652,1045_DFA_FEA_XX
3654,1045_ITS_NEU_XX
1675,1021_ITH_HAP_XX
2614,1033_IEO_ANG_MD
2166,1027_ITH_NEU_XX
4369,1054_MTI_HAP_XX
2344,1029_ITS_SAD_XX
5020,1062_TAI_SAD_XX
2579,1032_ITH_ANG_XX
3913,1048_WSI_HAP_XX
6099,1075_IWL_ANG_XX
1820,1023_TAI_NEU_XX
2694,1034_IEO_SAD_HI
7032,1086_WSI_DIS_XX
3669,1045_WSI_ANG_XX
1321,1017_TIE_DIS_XX
5335,1066_IOM_HAP_XX
2271,1028_TSI_DIS_XX
858,1011_IWL_FEA_XX
4981,1061_WSI_ANG_XX
5040,1062_ITH_FEA_XX
6738,1083_IWW_DIS_XX
2995,1037_DFA_ANG_XX
1282,1016_ITS_NEU_XX
5927,1073_MTI_HAP_XX
5126,1063_DFA_SAD_XX
1401,1018_TIE_ANG_XX
4614,1057_MTI_NEU_XX
4133,1051_IWL_DIS_XX
4162,1051_WSI_FEA_XX
6222,1077_IEO_ANG_HI
6771,1083_ITS_SAD_XX
4817,1059_WSI_ANG_XX
6773,1083_ITS_FEA_XX
2723,1034_TAI_HAP_XX
4164,1052_IEO_NEU_XX
7382,1091_TIE_DIS_XX
807,1010_WSI_DIS_XX
1383,1018_IEO_HAP_LO
633,1008_DFA_HAP_XX
3863,1048_IOM_DIS_XX
2428,1030_ITS_FEA_XX
4640,1057_ITS_SAD_XX
4502,1056_IEO_FEA_LO
1114,1014_DFA_SAD_XX
5132,1063_ITS_SAD_XX
3600,1045_IEO_FEA_LO
4071,1050_TSI_HAP_XX
5406,1067_IEO_FEA_HI
6102,1075_ITH_NEU_XX
6598,1081_ITH_DIS_XX
5788,1071_ITS_SAD_XX
183,1003_TIE_ANG_XX
172,1003_IEO_ANG_MD
3360,1042_TIE_NEU_XX
888,1011_WSI_FEA_XX
6876,1085_IEO_ANG_LO
1191,1015_ITH_ANG_XX
3943,1049_IOM_ANG_XX
6218,1077_IEO_SAD_MD
1085,1014_IWW_ANG_XX
4414,1055_IEO_SAD_LO
864,1011_ITH_FEA_XX
5639,1069_WSI_DIS_XX
2420,1030_DFA_SAD_XX
5291,1065_DFA_ANG_XX
2325,1029_IWL_HAP_XX
4030,1050_IWW_SAD_XX
762,1010_TAI_SAD_XX
6855,1084_ITS_FEA_XX
3788,1047_TAI_NEU_XX
4563,1056_TSI_HAP_XX
4759,1059_TIE_DIS_XX
870,1011_DFA_FEA_XX
1904,1024_TAI_SAD_XX
3180,1040_IEO_NEU_XX
6330,1078_TAI_HAP_XX
6274,1077_DFA_ANG_XX
6809,1084_IOM_NEU_XX
2872,1036_TIE_FEA_XX
7053,1087_TIE_FEA_XX
4447,1055_TAI_ANG_XX
5459,1067_ITS_HAP_XX
1669,1021_IWL_HAP_XX
3587,1044_WSI_ANG_XX
705,1009_DFA_ANG_XX
1461,1018_WSI_ANG_XX
287,1004_MTI_HAP_XX
7216,1089_TIE_ANG_XX
3410,1042_ITS_SAD_XX
5506,1068_IWW_SAD_XX
5600,1069_MTI_SAD_XX
2487,1031_MTI_DIS_XX
3553,1044_MTI_DIS_XX
6382,1079_IEO_SAD_MD
5178,1064_IWW_SAD_XX
3374,1042_IWW_SAD_XX
2817,1035_IWL_HAP_XX
3858,1048_IOM_NEU_XX
1758,1022_ITH_SAD_XX
7132,1088_TIE_HAP_XX
6445,1079_ITS_FEA_XX
2000,1025_IWL_FEA_XX
1874,1024_IEO_SAD_HI
5621,1069_DFA_DIS_XX
2830,1035_DFA_SAD_XX
6769,1083_ITS_NEU_XX
3527,1044_TIE_ANG_XX
3279,1041_TIE_HAP_XX
7062,1087_IWW_HAP_XX
77,1001_WSI_NEU_XX
2284,1029_IEO_SAD_HI
3349,1042_IEO_SAD_MD
1679,1021_ITH_DIS_XX
6550,1081_IEO_ANG_HI
2571,1032_IWL_HAP_XX
4603,1057_IWW_HAP_XX
4859,1060_TAI_DIS_XX
4734,1058_WSI_SAD_XX
4410,1055_IEO_NEU_XX
1020,1013_IWL_SAD_XX
2736,1034_IWL_SAD_XX
7323,1090_MTI_FEA_XX
4621,1057_IWL_HAP_XX
2834,1035_ITS_NEU_XX
4944,1061_MTI_SAD_XX
477,1006_ITS_ANG_XX
4413,1055_IEO_HAP_HI
6774,1083_ITS_DIS_XX
4401,1054_TSI_ANG_XX
5327,1066_IEO_DIS_HI
818,1011_IEO_FEA_LO
180,1003_TIE_NEU_XX
4072,1050_TSI_SAD_XX
3681,1046_IEO_ANG_HI
6761,1083_ITH_FEA_XX
7202,1089_IEO_SAD_MD
4218,1052_ITH_SAD_XX
3116,1039_TIE_SAD_XX
6124,1075_TSI_FEA_XX
3071,1038_ITH_ANG_XX
1169,1015_IWW_DIS_XX
90,1002_IEO_ANG_LO
5581,1069_IOM_HAP_XX
4446,1055_TAI_SAD_XX
1349,1017_IWL_ANG_XX
5401,1067_IEO_ANG_LO
669,1009_TIE_ANG_XX
3793,1047_TAI_DIS_XX
690,1009_IWL_NEU_XX
2427,1030_ITS_ANG_XX
4130,1051_IWL_SAD_XX
1637,1021_IEO_DIS_HI
5514,1068_TAI_FEA_XX
3725,1046_ITH_HAP_XX
3383,1042_TAI_DIS_XX
635,1008_DFA_ANG_XX
529,1007_TAI_ANG_XX
7197,1089_IEO_NEU_XX
4273,1053_IOM_DIS_XX
1580,1020_MTI_NEU_XX
5838,1072_TAI_NEU_XX
7158,1088_MTI_ANG_XX
6853,1084_ITS_SAD_XX
723,1009_WSI_ANG_XX
3130,1039_IWW_FEA_XX
16,1001_IEO_DIS_HI
4708,1058_ITH_NEU_XX
4396,1054_ITS_FEA_XX
3772,1047_TIE_SAD_XX
2551,1032_IOM_DIS_XX
7342,1090_DFA_DIS_XX
6169,1076_TAI_ANG_XX
2397,1030_TAI_ANG_XX
241,1003_WSI_HAP_XX
5333,1066_TIE_DIS_XX
4930,1061_IWW_NEU_XX
6367,1078_TSI_SAD_XX
399,1005_TSI_HAP_XX
5559,1069_IEO_HAP_LO
6238,1077_IOM_ANG_XX
619,1008_MTI_DIS_XX
4049,1050_IWL_ANG_XX
6539,1080_WSI_FEA_XX
4319,1053_TSI_ANG_XX
6988,1086_TAI_ANG_XX
5714,1070_TSI_FEA_XX
546,1007_ITH_SAD_XX
7260,1089_DFA_DIS_XX
1993,1025_MTI_ANG_XX
3239,1040_DFA_HAP_XX
3144,1039_IWL_NEU_XX
4439,1055_IWW_HAP_XX
4374,1054_IWL_NEU_XX
6880,1085_IEO_FEA_MD
7413,1091_ITH_NEU_XX
4150,1051_ITS_FEA_XX
4151,1051_ITS_DIS_XX
267,1004_TIE_DIS_XX
236,1003_TSI_SAD_XX
930,1012_MTI_NEU_XX
4654,1057_WSI_FEA_XX
6859,1084_TSI_SAD_XX
2500,1031_DFA_NEU_XX
6618,1081_WSI_HAP_XX
1049,1013_WSI_HAP_XX
592,1008_TIE_SAD_XX
783,1010_ITH_DIS_XX
394,1005_ITS_SAD_XX
6610,1081_ITS_DIS_XX
6474,1080_IEO_DIS_HI
2280,1029_IEO_HAP_MD
3125,1039_IOM_DIS_XX
7251,1089_ITH_SAD_XX
2750,1034_DFA_FEA_XX
5940,1073_ITH_SAD_XX
1030,1013_DFA_NEU_XX
3678,1046_IEO_SAD_HI
3809,1047_ITH_ANG_XX
1241,1016_IOM_HAP_XX
2170,1027_ITH_FEA_XX
6334,1078_TAI_DIS_XX
6039,1074_TSI_HAP_XX
4825,1060_IEO_SAD_MD
3575,1044_ITS_ANG_XX
2048,1026_TIE_NEU_XX
4684,1058_IWW_NEU_XX
775,1010_IWL_ANG_XX
1958,1025_IEO_ANG_MD
2421,1030_DFA_ANG_XX
5889,1073_IEO_HAP_HI
4326,1053_WSI_FEA_XX
6228,1077_IEO_DIS_HI
1187,1015_IWL_DIS_XX
4302,1053_ITH_FEA_XX
3708,1046_TAI_SAD_XX
1923,1024_ITH_ANG_XX
2731,1034_MTI_ANG_XX
1244,1016_IOM_FEA_XX
725,1009_WSI_DIS_XX
259,1004_IEO_DIS_LO
6784,1083_WSI_ANG_XX
1254,1016_TAI_SAD_XX
948,1012_DFA_NEU_XX
4213,1052_IWL_ANG_XX
1200,1015_ITS_NEU_XX
1524,1019_ITS_SAD_XX
2112,1026_WSI_FEA_XX
1484,1019_TIE_FEA_XX
5162,1064_IEO_DIS_MD
5893,1073_IEO_ANG_LO
3450,1043_IOM_SAD_XX
665,1009_IEO_DIS_HI
6665,1082_MTI_SAD_XX
5343,1066_IWW_ANG_XX
6498,1080_TAI_DIS_XX
5060,1062_WSI_NEU_XX
431,1006_TIE_DIS_XX
664,1009_IEO_DIS_MD
1421,1018_TAI_DIS_XX
2175,1027_DFA_ANG_XX
2093,1026_DFA_ANG_XX
3208,1040_IWW_NEU_XX
4099,1051_TIE_HAP_XX
1319,1017_TIE_ANG_XX
2313,1029_TAI_HAP_XX
6426,1079_IWL_ANG_XX
1652,1021_IWW_SAD_XX
3073,1038_ITH_DIS_XX
1952,1025_IEO_HAP_MD
4129,1051_IWL_HAP_XX
4761,1059_IOM_HAP_XX
1495,1019_IWW_ANG_XX
1256,1016_TAI_FEA_XX
1789,1023_IEO_HAP_HI
4895,1060_TSI_DIS_XX
4202,1052_TAI_FEA_XX
3632,1045_MTI_SAD_XX
1353,1017_ITH_HAP_XX
4841,1060_TIE_DIS_XX
7267,1089_TSI_NEU_XX
6602,1081_DFA_ANG_XX
4296,1053_IWL_FEA_XX
5440,1067_IWL_NEU_XX
6819,1084_IWW_FEA_XX
6540,1080_WSI_DIS_XX
3015,1037_WSI_DIS_XX
5239,1065_IEO_ANG_HI
132,1002_IWL_FEA_XX
4254,1053_IEO_ANG_MD
4468,1055_DFA_NEU_XX
701,1009_ITH_DIS_XX
115,1002_IWW_DIS_XX
4542,1056_IWL_FEA_XX
1815,1023_IWW_HAP_XX
1454,1018_TSI_SAD_XX
6879,1085_IEO_FEA_LO
6615,1081_TSI_FEA_XX
6981,1086_IWW_SAD_XX
6506,1080_IWL_HAP_XX
6042,1074_TSI_FEA_XX
1183,1015_IWL_HAP_XX
1931,1024_DFA_DIS_XX
2531,1032_IEO_ANG_LO
876,1011_ITS_FEA_XX
4740,1059_IEO_HAP_MD
3296,1041_TAI_NEU_XX
3384,1042_MTI_NEU_XX
1610,1020_TSI_NEU_XX
28,1001_IOM_DIS_XX
3698,1046_IOM_FEA_XX
4709,1058_ITH_HAP_XX
1974,1025_IOM_SAD_XX
5251,1065_TIE_DIS_XX
243,1003_WSI_ANG_XX
4428,1055_TIE_SAD_XX
4747,1059_IEO_ANG_HI
5814,1072_IEO_FEA_LO
3847,1048_IEO_FEA_MD
6187,1076_ITH_ANG_XX
5543,1068_ITS_ANG_XX
4199,1052_TAI_HAP_XX
424,1006_IEO_DIS_MD
3018,1038_IEO_HAP_MD
10,1001_IEO_ANG_HI
4558,1056_ITS_SAD_XX
4467,1055_ITH_DIS_XX
4804,1059_ITS_SAD_XX
2030,1025_WSI_FEA_XX
2232,1028_TAI_SAD_XX
198,1003_TAI_NEU_XX
6694,1082_TSI_HAP_XX
2590,1032_ITS_SAD_XX
3717,1046_MTI_DIS_XX
1964,1025_IEO_DIS_MD
5151,1064_IEO_HAP_HI
6692,1082_ITS_DIS_XX
6582,1081_MTI_HAP_XX
3841,1048_IEO_SAD_MD
5376,1066_ITS_NEU_XX
6293,1077_WSI_FEA_XX
7110,1087_WSI_HAP_XX
1689,1021_ITS_ANG_XX
151,1002_ITS_DIS_XX
7002,1086_IWL_DIS_XX
4034,1050_TAI_NEU_XX
278,1004_IWW_FEA_XX
2775,1035_IEO_SAD_MD
3881,1048_MTI_DIS_XX
6237,1077_IOM_SAD_XX
2777,1035_IEO_ANG_LO
6913,1085_MTI_FEA_XX
3653,1045_DFA_DIS_XX
726,1010_IEO_NEU_XX
2903,1036_IWL_DIS_XX
5336,1066_IOM_SAD_XX
34,1001_IWW_DIS_XX
1034,1013_DFA_FEA_XX
2352,1029_TSI_FEA_XX
5353,1066_MTI_HAP_XX
5703,1070_DFA_DIS_XX
4571,1056_WSI_ANG_XX
2034,1026_IEO_HAP_MD
4738,1059_IEO_NEU_XX
5163,1064_IEO_DIS_HI
6443,1079_ITS_SAD_XX
446,1006_TAI_SAD_XX
2376,1030_TIE_NEU_XX
4075,1050_TSI_DIS_XX
7383,1091_IOM_NEU_XX
1583,1020_MTI_ANG_XX
5078,1063_IEO_FEA_HI
1891,1024_IOM_HAP_XX
5205,1064_ITH_DIS_XX
2160,1027_IWL_NEU_XX
1216,1015_WSI_FEA_XX
4194,1052_IWW_SAD_XX
